Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score,Environmental_Score,Social_Score,Governance_Score,Total_ESG_Score,ESG_Risk_Category
2022,EcoLend Capital,29756,1485.52,2874,934,27.78,69.39,1149023,1118,677522064,80.9,0.038373211,17.817023,69.39,26.17745618,High Risk
2022,NextGen Lending,28480,750.65,2748,1092,38.68,42.03,3519460,1619,887289035,57.65,0.065257552,26.72746,42.03,20.65334102,High Risk
2022,NextGen Lending,37146,632.97,804,667,22.22,69.82,2478820,77,71878320,38.4,0.101315205,15.81082,69.82,25.72977208,High Risk
2022,SustainFin Services,45601,1863.25,2461,1057,35.22,67.87,3570369,620,534668603,62.72,0.034315912,24.702369,67.87,27.78543706,High Risk
2025,Indifi Finance,37611,619.74,4629,207,42.74,74.54,3170268,1313,25133110,91.22,0.071821716,28.814268,74.54,31.03500909,High Risk
2022,GreenCredit NBFC,27339,1120.6,4553,546,36.46,66.92,1228689,502,411903653,69.09,0.043381559,23.104689,66.92,27.02475932,High Risk
2025,SustainFin Services,26103,508.41,2515,123,37.5,56.67,3791233,893,247730331,86.84,0.091754381,26.291233,56.67,24.92507165,High Risk
2023,Indifi Finance,29234,1990.91,3848,1918,23.5,88.51,3357108,1164,503634974,42.53,0.028913775,17.457108,88.51,31.80169791,High Risk
2025,UrbanGrowth NBFC,43782,1562.07,4025,1726,41.31,46.64,2918468,1218,801425435,48.93,0.033745676,27.704468,46.64,22.31683867,High Risk
2022,Bharat MicroFinance,9958,1178.51,4883,1996,38.9,77.15,281166,1032,332626183,75.89,0.04309758,23.621166,77.15,30.24858883,High Risk
2022,GreenCredit NBFC,21825,1517.07,1555,1503,36.34,50.28,2720544,330,790258066,81.73,0.04703379,24.524544,50.28,22.46017672,High Risk
2023,EcoLend Capital,48252,1841.1,2881,1348,42.84,43.11,3153887,62,164372637,46.11,0.032760929,28.857887,43.11,21.60347047,High Risk
2025,NextGen Lending,32450,1929.94,1608,196,43.04,78.31,1223279,953,24369630,51.99,0.040307249,27.047279,78.31,31.6233066,High Risk
2023,EcoLend Capital,15691,1593.44,763,534,42.68,82.89,1214048,1027,420522566,44.76,0.066333326,26.822048,82.89,32.94014773,High Risk
2025,FutureTrust Finance,19631,1713.23,1193,1498,20.62,46.08,493346,1665,229176090,35.68,0.050022596,12.865346,46.08,17.70361284,High Risk
2022,EcoLend Capital,24596,855.81,2482,320,38.56,66.3,729160,183,731049359,35.91,0.060046083,23.86516,66.3,27.07356643,High Risk
2025,FutureTrust Finance,6896,844.46,1153,1997,42.95,76.42,2007476,1063,486633269,86.09,0.077736977,27.777476,76.42,31.29033759,High Risk
2022,EcoLend Capital,38857,1635.76,2702,1693,39.33,59.08,383866,73,140785550,62.74,0.036328413,23.981866,59.08,24.93309117,High Risk
2022,EcoLend Capital,5308,1543.29,4613,405,22.72,62.11,4419882,653,256664404,39.81,0.038073861,18.051882,62.11,24.06379414,High Risk
2024,EcoLend Capital,30168,1811.87,1037,1869,15.95,88.87,1974631,1163,124214543,79.8,0.052000675,11.544631,88.87,30.14518957,High Risk
2024,FutureTrust Finance,33419,352.72,807,611,39.34,76.46,3458908,1384,483834925,40.59,0.151476814,27.062908,76.46,31.11746313,High Risk
2025,UrbanGrowth NBFC,37637,1412.54,1580,850,23.82,86.08,411287,1728,294234241,94.13,0.048102212,14.703287,86.08,30.25422698,High Risk
2022,FutureTrust Finance,9493,1330.53,3108,1885,48.1,61.62,4185408,977,276751703,63.19,0.042875941,33.045408,61.62,28.41677278,High Risk
2023,Bharat MicroFinance,17756,1617.19,3378,104,52.42,63.8,1861577,1905,461601899,37.98,0.035304826,33.313577,63.8,29.14819503,High Risk
2022,SustainFin Services,34288,146.65,4317,170,48.54,88.49,934464,1254,398508383,32.74,0.28058248,30.058464,88.49,35.67677219,High Risk
2023,Indifi Finance,17384,1669.88,3236,1415,21.82,61.37,2382822,478,420431153,75.26,0.034950246,15.474822,61.37,23.0674267,High Risk
2025,Indifi Finance,44852,720.21,4753,954,47.74,60.6,4381061,722,365688088,45.76,0.062520026,33.025061,60.6,28.11252631,High Risk
2025,UrbanGrowth NBFC,20195,1405.53,4286,1109,22.14,74.87,241023,941,172827580,89.12,0.036944065,13.525023,74.87,26.53328453,High Risk
2023,Indifi Finance,25674,1271.46,4229,247,26.93,42.22,2619977,1227,654878578,43.58,0.039722269,18.777977,42.22,18.31528201,High Risk
2023,EcoLend Capital,39125,936.38,1259,691,48.13,62.21,1769098,546,297707664,81.68,0.067312909,30.647098,62.21,27.88405456,High Risk
2022,UrbanGrowth NBFC,5082,1517.45,1658,1564,20.81,86.97,2428355,1834,50141826,58.78,0.050357289,14.914355,86.97,30.58544942,High Risk
2025,Indifi Finance,13442,1926.32,4819,1244,22.51,84.83,3648029,348,414096199,71.58,0.029222151,17.154029,84.83,30.60689756,High Risk
2022,FutureTrust Finance,14285,714.6,3584,1227,48.8,73.02,2604305,469,358945475,32.15,0.066446012,31.884305,73.02,31.4978699,High Risk
2023,SustainFin Services,43179,1522.03,629,630,54.49,62.17,3325833,1570,138547866,30.09,0.074670227,36.019833,62.17,29.48681799,High Risk
2024,GreenCredit NBFC,22792,697.62,1440,1352,40.43,65.53,2062986,1057,871227175,78.48,0.07948739,26.320986,65.53,27.58709076,High Risk
2024,SustainFin Services,20500,1706.74,4160,1645,39.69,53.3,697249,60,227382866,49.05,0.032111446,24.511249,53.3,23.35621928,High Risk
2024,Indifi Finance,14290,930.82,3774,1975,36.62,50.24,1001716,1109,612890233,59.9,0.053021358,22.973716,50.24,21.98532334,High Risk
2023,UrbanGrowth NBFC,41496,953.6,219,622,24.78,53.45,3651692,1997,120187103,84.5,0.179655571,18.519692,53.45,21.66276983,High Risk
2022,NextGen Lending,10294,1566.57,2871,1394,16.51,85.11,3854842,1983,604328676,91.15,0.03889713,13.760842,85.11,29.67681145,High Risk
2025,Indifi Finance,49852,1042.72,914,1428,33.01,52.87,2668564,976,443761632,57.09,0.071785748,22.474564,52.87,22.6320835,High Risk
2023,FutureTrust Finance,5322,606.62,4443,1456,48.88,63.47,438071,999,168227241,74.64,0.078328311,29.766071,63.47,28.00215262,High Risk
2024,SustainFin Services,20836,1991.52,808,90,50.54,75.83,102948,371,35625971,73.34,0.05865369,30.426948,75.83,31.90054588,High Risk
2022,NextGen Lending,39825,1278.43,3488,402,35.22,77.1,1106795,1277,284088779,49.43,0.04064259,22.238795,77.1,29.81789554,High Risk
2025,FutureTrust Finance,40828,1325.78,1247,843,52.59,55.52,2450505,1814,320678502,37.73,0.054963447,34.004505,55.52,26.87933688,High Risk
2025,Bharat MicroFinance,25084,1328.51,3056,1034,37.55,52.94,3516177,1885,556342241,68.04,0.041121654,26.046177,52.94,23.71230176,High Risk
2023,Bharat MicroFinance,43403,1778.38,616,1854,45.38,58.51,3164943,1986,16824347,91.71,0.071884876,30.392943,58.51,26.69963685,High Risk
2023,FutureTrust Finance,8384,449.36,4713,1154,32.68,45.05,1524945,793,536653399,31.75,0.098959105,21.132945,45.05,19.89446714,High Risk
2025,GreenCredit NBFC,14453,212.39,1942,1473,18.29,67.28,2006704,910,590099676,47.11,0.205856469,12.980704,67.28,24.16055379,High Risk
2025,FutureTrust Finance,30381,834.73,3103,1200,48.51,76.56,3883623,1658,808085576,78.8,0.058575209,32.989623,76.56,32.88831698,High Risk
2024,NextGen Lending,48001,1173.32,4118,349,52.72,51.76,1685350,562,889229422,93.35,0.042001373,33.31735,51.76,25.54000555,High Risk
2025,FutureTrust Finance,41224,642.85,3020,207,43.94,44.5,1357016,626,660254462,44.58,0.07288442,27.721016,44.5,21.69545857,High Risk
2023,GreenCredit NBFC,8664,1409.49,3558,179,31.36,82.21,2474550,1649,885512804,61.5,0.040273366,21.29055,82.21,31.06627435,High Risk
2022,Bharat MicroFinance,40864,240.44,862,885,49.41,84.14,1783353,1047,697274626,53.73,0.201898597,31.429353,84.14,34.75156534,High Risk
2024,EcoLend Capital,28812,1602.35,1990,1278,40.24,83.04,3420015,1832,56525059,80.29,0.041079945,27.564015,83.04,33.19763648,High Risk
2024,NextGen Lending,18871,1464.36,4818,599,15.11,61.2,2565683,1847,403547972,59.15,0.035132078,11.631683,61.2,21.86355773,High Risk
2025,EcoLend Capital,12565,506.5,2109,1538,52.41,47.1,1136007,1796,574190547,46.4,0.095585682,32.582007,47.1,23.94283637,High Risk
2022,NextGen Lending,9659,667.06,1194,1224,33.52,74.45,4647430,999,299306122,82.22,0.088196161,24.75943,74.45,29.79810746,High Risk
2024,UrbanGrowth NBFC,30929,1633.3,738,78,21.97,45.05,1018034,139,220833916,41.54,0.066110666,14.200034,45.05,17.80145447,High Risk
2023,GreenCredit NBFC,35104,1569.34,1224,545,22.32,74.59,778571,1188,436079444,33.79,0.050852829,14.170571,74.59,26.64851243,High Risk
2025,UrbanGrowth NBFC,10730,1646.16,646,1130,28.65,50.88,2956457,1479,336381657,84.55,0.073534502,20.146457,50.88,21.3373509,High Risk
2023,UrbanGrowth NBFC,36298,712.26,1868,1898,16.7,45.4,725627,754,808452997,42.85,0.073045717,10.745627,45.4,16.87290639,High Risk
2025,Bharat MicroFinance,28547,1942.19,4631,250,27.22,40.09,1160219,1173,470814765,44.22,0.028124288,17.492219,40.09,17.28591542,High Risk
2024,FutureTrust Finance,31359,1459.14,3749,1856,18.65,65.47,1179166,1333,296251461,50.38,0.036372205,12.369166,65.47,23.36629868,High Risk
2025,UrbanGrowth NBFC,15467,223.88,2120,1907,23.08,83.2,3362908,577,336782079,73.97,0.1947577,17.210908,83.2,30.20117548,High Risk
2022,Indifi Finance,21998,1007.7,1542,1294,15.72,77.4,4673418,649,51618215,37.8,0.060513367,14.105418,77.4,27.47583075,High Risk
2023,NextGen Lending,31400,1362.64,3275,403,42.24,53.07,4016582,736,423936146,64.03,0.039470501,29.360582,53.07,24.7449628,High Risk
2022,Bharat MicroFinance,46199,420.44,762,898,38.02,47.42,2540561,898,585268021,75.96,0.13515787,25.352561,47.42,21.88583145,High Risk
2023,SustainFin Services,40781,1813.36,3371,1663,18.69,87.94,3093905,1407,359855038,94.67,0.031693572,14.307905,87.94,30.68704893,High Risk
2023,Indifi Finance,10409,1532.81,3653,1792,46.02,81.37,1035784,1869,369192423,38.54,0.037190413,28.647784,81.37,33.02021137,High Risk
2025,Indifi Finance,34849,254.72,281,1675,42.52,71.18,2125060,1052,463207385,51.29,0.264657599,27.63706,71.18,29.75098104,High Risk
2024,FutureTrust Finance,16945,1835.08,1946,787,21.18,57.51,4235027,552,768500964,41.25,0.038984087,16.943027,57.51,22.35150173,High Risk
2024,SustainFin Services,21542,868.3,555,963,16.66,79.39,339326,1477,403975263,62.92,0.10151371,10.335326,79.39,26.95820328,High Risk
2022,UrbanGrowth NBFC,20984,959.69,2064,1558,20.4,58.79,2089570,1600,313703715,41.03,0.05764467,14.32957,58.79,21.95892887,High Risk
2025,SustainFin Services,34234,1587.91,2529,1902,19.68,74.96,1562448,1313,607305416,66.81,0.037929063,13.370448,74.96,26.51430603,High Risk
2024,UrbanGrowth NBFC,5547,1323.6,2889,1880,39.41,67.22,2770926,771,326909775,57.13,0.046013155,26.416926,67.22,28.10948306,High Risk
2023,EcoLend Capital,7900,931.3,3491,824,17.05,67.53,3563152,1170,227584428,54.15,0.055341709,13.793152,67.53,24.41908228,High Risk
2023,GreenCredit NBFC,45442,593.29,4340,136,27.44,66.58,3953801,838,642744083,31.7,0.074993279,20.417801,66.58,26.12933761,High Risk
2025,FutureTrust Finance,13946,1082.1,2970,1174,29.36,88.72,4787817,339,685825268,79.16,0.049217325,22.403817,88.72,33.35683203,High Risk
2022,UrbanGrowth NBFC,22118,1200.44,4400,429,18.43,85,2222117,989,392686274,46.45,0.041495659,13.280117,85,29.50063336,High Risk
2025,UrbanGrowth NBFC,36710,1298.77,2736,1867,28.73,62.23,4166420,1594,159218515,30.02,0.042580499,21.40442,62.23,25.1073582,High Risk
2022,SustainFin Services,16020,1249.62,1073,165,37.65,87.13,4006308,379,261110345,94.63,0.061841384,26.596308,87.13,34.14262895,High Risk
2025,FutureTrust Finance,9317,1272.88,447,1920,27.89,72.7,1531040,1717,878082896,85.27,0.101758815,18.26504,72.7,27.33021553,High Risk
2023,NextGen Lending,39692,1003.9,3540,1481,52.23,82.07,3866505,1167,174552682,89.38,0.049075002,35.204505,82.07,35.2019815,High Risk
2025,UrbanGrowth NBFC,5523,1167.59,767,1285,26.44,80.72,4712063,855,494640104,64.33,0.078803861,20.576063,80.72,30.42034044,High Risk
2024,EcoLend Capital,31086,648.41,4480,470,41.04,88.06,1492400,1666,870695513,63.93,0.069350856,26.1164,88.06,34.28066034,High Risk
2024,Indifi Finance,15938,400.91,1551,265,36.55,49.96,3276836,1373,593312095,59.63,0.12099767,25.206836,49.96,22.59844987,High Risk
2025,UrbanGrowth NBFC,19659,1253.18,1891,558,30.01,75.17,2227393,874,396250282,63.79,0.049309439,20.233393,75.17,28.64074168,High Risk
2022,SustainFin Services,13809,189.3,4137,913,53.76,87.21,3327861,584,322254384,79.94,0.220728935,35.583861,87.21,36.92644987,High Risk
2022,NextGen Lending,20535,223.89,4393,1812,49.36,43.16,4244359,1782,559889239,52.48,0.18694913,33.860359,43.16,23.18088735,High Risk
2023,Bharat MicroFinance,21298,569.9,1504,1864,23.03,86.17,3786536,660,850279540,73.58,0.091543144,17.604536,86.17,31.16897806,High Risk
2023,EcoLend Capital,28876,469.22,2115,978,53.9,86.66,3439837,1993,280740836,92.4,0.10047118,35.779837,86.66,36.77213957,High Risk
2022,FutureTrust Finance,27264,810.81,3080,1459,15.76,65.37,1702203,842,810743838,37.44,0.060173995,11.158203,65.37,22.9825305,High Risk
2025,UrbanGrowth NBFC,18578,805.45,4451,813,15.43,74.57,3072176,1576,686255735,93.88,0.058016551,12.330176,74.57,26.09325942,High Risk
2023,EcoLend Capital,29285,322.03,4632,254,18.82,40.73,4184813,712,852347051,80.87,0.131713129,15.476813,40.73,16.91472915,High Risk
2022,Bharat MicroFinance,19101,568.36,2359,719,29.23,41.11,4194440,147,595317031,93.11,0.084665781,21.73244,41.11,18.88659831,High Risk
2022,EcoLend Capital,27730,108.68,3912,1006,29.6,40.87,4942212,384,795640080,56.92,0.376803572,22.702212,40.87,19.22238503,High Risk
2025,NextGen Lending,32476,766.83,4259,1043,17.23,62.55,1082205,572,407708072,74.55,0.060130466,11.420205,62.55,22.21511369,High Risk
2024,EcoLend Capital,20503,1613.23,2649,1660,44.72,45.74,2671602,105,276063767,94.5,0.037583205,29.503602,45.74,22.58811388,High Risk
2022,EcoLend Capital,16506,605.7,4681,1046,27.83,79.44,1687980,468,348393760,94.33,0.074265701,18.38598,79.44,29.37750028,High Risk
2023,NextGen Lending,45994,1322.36,4622,445,52.92,51.72,775252,1128,539268248,35.57,0.037391905,32.527252,51.72,25.28913236,High Risk
2025,NextGen Lending,21169,286.68,1972,1667,54.93,47.96,1323875,1896,658658858,47.77,0.156158542,34.281875,47.96,24.73502592,High Risk
2025,Bharat MicroFinance,23484,123.34,4354,1029,42.61,57.21,2177664,635,57344049,60.87,0.332474476,27.743664,57.21,25.61908899,High Risk
2025,NextGen Lending,19838,1046.95,3193,1378,19.61,51.14,111708,1076,73219388,60.08,0.04911402,11.877708,51.14,18.92495801,High Risk
2024,EcoLend Capital,33821,976.82,473,382,35.69,76.25,142682,908,529142317,81.53,0.105261173,21.556682,76.25,29.38410907,High Risk
2024,EcoLend Capital,17737,463.89,1486,1975,46.39,57.97,770291,232,232156990,76.87,0.108107143,28.604291,57.97,26.01553016,High Risk
2023,GreenCredit NBFC,40340,644.51,2436,1851,51.73,78.89,1467644,827,232647111,31.11,0.075121602,32.505644,78.89,33.44874184,High Risk
2023,FutureTrust Finance,17171,158.28,4677,483,32.07,80.8,3704995,1723,831679398,56.8,0.260878205,22.946995,80.8,31.22844978,High Risk
2025,Indifi Finance,18920,1615.82,1931,1008,15.01,69.46,3258470,306,43682194,56.03,0.041876848,12.26447,69.46,24.53409174,High Risk
2023,FutureTrust Finance,35805,672.44,3928,1589,31.27,71.16,2989541,122,35480502,82.9,0.067960207,21.751541,71.16,27.90064638,High Risk
2022,SustainFin Services,21875,516.97,3630,949,37.91,54.24,3528705,418,151438003,41.59,0.08700982,26.274705,54.24,24.18921543,High Risk
2024,SustainFin Services,35278,1628.85,2260,922,19.44,72.26,4048504,1484,470826153,61.97,0.038681928,15.712504,72.26,26.40722397,High Risk
2025,Bharat MicroFinance,43076,174.62,1324,1750,40.84,65.37,2286683,1872,538103958,76.71,0.252423889,26.790683,65.37,27.74917446,High Risk
2025,NextGen Lending,21905,640.6,1675,1819,37.51,75.04,1878755,1080,504791109,90.86,0.081721459,24.384755,75.04,29.86011508,High Risk
2022,FutureTrust Finance,6914,599.23,4774,1277,34.11,73.44,2767061,258,397449725,82.8,0.077375393,23.233061,73.44,29.03286846,High Risk
2022,EcoLend Capital,18862,599.65,4438,1957,36.69,74.7,3075468,216,645222046,64.28,0.075055879,25.089468,74.7,29.96686275,High Risk
2022,GreenCredit NBFC,7925,121.84,4323,1802,16.19,82.68,510411,1796,643451429,86.38,0.339024523,10.224411,82.68,28.00693311,High Risk
2022,Indifi Finance,8290,1875.88,1426,1802,45.12,69.53,4251411,540,33366847,77.44,0.045980012,31.323411,69.53,30.2744153,High Risk
2025,UrbanGrowth NBFC,48101,1741.88,420,1618,42.95,78.97,1513416,1588,701167276,36.7,0.095015953,27.283416,78.97,31.91403118,High Risk
2024,UrbanGrowth NBFC,24613,887.54,322,357,23.03,56.34,4012305,851,183749965,31.78,0.139454961,17.830305,56.34,22.30687348,High Risk
2024,EcoLend Capital,35570,946.33,3077,496,18.07,79.64,1581998,1790,786996339,66.38,0.052861717,12.423998,79.64,27.64034409,High Risk
2022,FutureTrust Finance,48808,1095.89,2417,640,30.71,55.74,293652,289,232713936,74.28,0.049526748,18.719652,55.74,22.3577063,High Risk
2023,UrbanGrowth NBFC,24961,1008.8,3291,1560,45.3,58.17,2046154,769,792213511,46.49,0.049968716,29.226154,58.17,26.23883369,High Risk
2025,FutureTrust Finance,43377,1580.35,2159,1405,30.81,83.73,4803878,1422,603828877,69.46,0.039897782,23.289878,83.73,32.12192251,High Risk
2024,GreenCredit NBFC,7571,1028,1499,511,43.91,52.56,1333795,231,481369053,63.02,0.062886337,27.679795,52.56,24.09709303,High Risk
2022,GreenCredit NBFC,21616,458.77,2023,1223,46.06,76.91,4681472,309,768333643,38.73,0.103406981,32.317472,76.91,32.80960439,High Risk
2023,NextGen Lending,47582,322.25,1917,1801,16.84,51.68,423518,1153,160640755,36.85,0.140407173,10.527518,51.68,18.71841827,High Risk
2023,FutureTrust Finance,24036,1844.72,2177,509,30.82,52.09,1539546,1028,858145036,58.88,0.036712067,20.031546,52.09,21.65114863,High Risk
2022,NextGen Lending,38984,191.93,311,1797,54.53,70.18,2836940,268,62739904,41.29,0.305641885,35.55494,70.18,31.84273875,High Risk
2025,EcoLend Capital,8539,1805.37,3406,1313,16.05,41.76,2144248,856,705196053,57.43,0.034477401,11.774248,41.76,16.07406536,High Risk
2024,NextGen Lending,38289,1411.91,2369,1287,50.8,72.47,4525198,1746,552333794,84.52,0.041777504,35.005198,72.47,32.2592704,High Risk
2023,EcoLend Capital,16026,868.94,3536,1955,19.68,76.83,3965033,257,58130277,31.5,0.056389219,15.773033,76.83,27.80346559,High Risk
2024,EcoLend Capital,24450,455.64,4585,402,39.42,85.72,4010369,863,375143363,83.85,0.095558674,27.662369,85.72,34.05293417,High Risk
2024,UrbanGrowth NBFC,37022,689.92,3838,1003,52.99,77.65,2048792,1479,698262050,65.73,0.066604637,33.842792,77.65,33.47447945,High Risk
2023,Indifi Finance,16391,1106.76,827,1023,39.64,82.18,1683893,1865,830194079,78.81,0.074247498,25.467893,82.18,32.3240669,High Risk
2022,Indifi Finance,21724,1348.02,3862,1022,22.61,51.71,2437473,1559,146508816,91.09,0.038822107,16.003473,51.71,20.32957074,High Risk
2023,EcoLend Capital,48704,1413.8,2616,1738,23.3,55.61,1329726,1632,757348568,39.58,0.040376401,15.309726,55.61,21.29206836,High Risk
2023,FutureTrust Finance,49906,949.86,2751,1049,16.21,87.26,4837455,1664,563006997,79.96,0.053617725,14.563455,87.26,30.56848359,High Risk
2025,GreenCredit NBFC,17130,810.55,2305,769,29.23,70.93,1518272,764,321598545,31.45,0.064115705,19.056272,70.93,27.02152788,High Risk
2024,NextGen Lending,13250,1559.8,3776,1039,38.39,73.52,177570,138,298474363,31.85,0.03585338,23.21157,73.52,29.03381235,High Risk
2022,Bharat MicroFinance,41021,1858.29,2244,306,47.41,73.61,4329766,794,59171294,75.24,0.035625482,32.775766,73.61,31.92997999,High Risk
2024,SustainFin Services,26065,1837.48,642,589,38.31,89.78,2426047,57,588052107,74.55,0.069648885,25.412047,89.78,34.58547365,High Risk
2023,GreenCredit NBFC,37995,1148.08,2827,784,51.48,75.54,1014441,1153,194307652,50.16,0.046242311,31.902441,75.54,32.25122922,High Risk
2022,GreenCredit NBFC,11703,250.14,4741,661,42.66,78.12,1169589,622,190123975,62.36,0.168801674,26.765589,78.12,31.53319737,High Risk
2022,SustainFin Services,34840,239.25,4229,1505,37.12,85.67,3445234,484,455250770,54.1,0.175144088,25.717234,85.67,33.48622784,High Risk
2022,EcoLend Capital,13318,865.24,4013,414,23.24,55.63,3335279,1840,254365758,31.67,0.055958242,17.279279,55.63,21.895167,High Risk
