Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score
2022,FutureTrust Finance,35444,776.52,2107,856,37.28,42.54,3747309,413,711436217,56.45
2023,EcoLend Capital,26601,1457.12,277,1150,46.3,56.54,4001697,114,95522561,88.43
2025,Indifi Finance,22426,870.38,4330,1636,33.65,70.25,1282909,667,206221962,60.65
2025,Indifi Finance,26627,1543.2,787,1976,33.82,55.32,2461465,1586,879173314,63.32
2023,GreenCredit NBFC,46185,1316.77,626,1542,29.86,79.38,1679722,1333,44996742,55.57
2022,FutureTrust Finance,15170,786.09,2378,1197,34.41,64.75,4157980,635,127305527,91.17
2024,EcoLend Capital,11755,921.26,2704,1197,17.28,41.77,4664792,987,595195119,42.8
2023,FutureTrust Finance,27851,1436.88,3378,1752,53.73,68.03,2048808,636,525150411,38.73
2023,SustainFin Services,41745,1116.04,3204,766,48.99,61.89,824065,181,691886323,89.52
2023,FutureTrust Finance,34712,1749.85,2526,1237,49,44.74,3255617,1706,35807507,80.81
2022,FutureTrust Finance,17023,1873.05,3991,573,42.16,62.09,1924417,802,482622799,65.62
2025,SustainFin Services,39651,1463.64,807,1401,22.72,79.88,1890922,331,497315230,39.23
2022,SustainFin Services,5540,1979.49,4232,545,23.55,45.32,4377966,1017,755471550,61.95
2023,NextGen Lending,13837,1233.42,1227,1180,18.52,52.33,3659415,799,790947517,72.93
2022,Bharat MicroFinance,26185,175.68,2465,1429,46.26,89.33,164246,1903,133964314,34.51
2022,Bharat MicroFinance,42494,1059.22,1858,614,50.87,60.73,2721784,224,757945874,70.8
2023,EcoLend Capital,28406,537.02,2095,1262,39.64,81.51,3456410,1648,733897619,41.07
2022,NextGen Lending,14046,734.06,485,1952,48.99,65.2,188803,1122,160241108,73.42
2024,Indifi Finance,44402,1031.13,3629,1195,51.23,51.6,2348215,1847,228839220,71.71
2022,GreenCredit NBFC,38172,660.6,1384,285,20.87,44.3,4588142,1992,554454672,41.36
2022,NextGen Lending,45579,688.28,1640,72,30.45,77.32,2838141,309,737483861,64.84
2025,SustainFin Services,44786,863.83,3803,1864,20.55,64.25,4650704,932,444358345,72.72
2025,Indifi Finance,30095,644.27,2214,791,30.86,88.97,1157474,878,236308651,76.23
2023,Bharat MicroFinance,35341,422.05,2313,334,33.77,85.14,4647201,843,327859048,88.37
2023,EcoLend Capital,16132,1554.56,4525,1507,43.4,47.71,3283267,548,741130085,81.02
2025,UrbanGrowth NBFC,39175,850.9,3486,713,41.8,72.85,2170234,1324,785235283,64.84
2024,FutureTrust Finance,14012,1680.34,3003,1223,54.56,49.17,1324326,1565,265561897,66.87
2022,EcoLend Capital,12030,1777.16,211,1597,24.04,58.25,2048793,159,827397691,61.16
2024,EcoLend Capital,49634,1526.83,2860,897,21.19,56.65,3840015,1291,655806988,56.57
2024,SustainFin Services,25914,853.68,885,242,44.11,65.75,3077910,204,30784237,58.22
2025,GreenCredit NBFC,12928,1470.51,1452,932,43.12,81.72,145904,1735,141653889,53.89
2023,NextGen Lending,37739,394.92,441,975,20.41,84.24,1789192,87,200014107,62.99
2022,SustainFin Services,17027,1356.12,4087,85,47.71,74.15,2467476,1593,553730454,46.4
2023,FutureTrust Finance,11206,871.46,412,1627,28.72,71.51,4170658,1776,753683222,50.39
2024,SustainFin Services,32863,1345.72,3121,795,33.85,86.15,387926,1480,323609025,40.7
2024,FutureTrust Finance,23565,1534.1,4636,433,42.47,45.09,459477,189,707779218,36.59
2023,SustainFin Services,36677,1169.1,3308,1609,39.29,59.61,2677866,580,308917598,79.78
2023,UrbanGrowth NBFC,34290,1320.71,2692,472,41.7,50.9,1999224,1221,780845189,71.54
2025,Bharat MicroFinance,41000,505.7,4214,1111,19.59,46.84,4416014,850,501187616,89.02
2023,GreenCredit NBFC,30000,1226.13,4770,209,26.52,73.55,612183,1979,800771208,40.84
2023,UrbanGrowth NBFC,38125,974.9,3903,1840,47.49,49.6,3808172,1532,245725949,39
2025,Indifi Finance,16638,913.3,2776,747,52.21,88.02,3083551,1939,722087894,92.89
2023,Bharat MicroFinance,22978,879.6,2023,1639,31.54,66.39,2053775,1016,754898989,72.62
2024,Bharat MicroFinance,30586,690.76,1105,977,53.49,63.57,2074276,1605,44989862,48.82
2023,Bharat MicroFinance,14225,680.14,1401,814,52.26,57.88,3215125,1975,813079515,58.64
2022,GreenCredit NBFC,30437,1429.44,1170,893,49.04,53.69,1440768,1350,311888439,47.77
2024,NextGen Lending,36238,1159.82,985,315,45.02,85.57,3440777,1379,179110778,30.51
2025,SustainFin Services,21732,156.91,905,106,36.23,70.76,2740417,83,85744189,76.53
2024,Bharat MicroFinance,33353,192.2,4714,1277,23.51,51.82,3397013,589,763913819,79.72
2025,EcoLend Capital,6658,1183.23,3789,894,25.17,74.17,1322596,1894,552741402,70.88
2022,Indifi Finance,30150,1707.94,3510,128,21.45,51.87,1735295,1725,652889958,91.61
2022,Bharat MicroFinance,18315,183.56,2836,813,48.93,78.53,3903724,1771,801065919,30.21
2024,EcoLend Capital,23203,1063.69,813,431,15.26,67.66,799616,1671,31898677,85.2
2023,Bharat MicroFinance,43649,1717.16,777,79,25.67,62.11,4834085,1639,614024872,50.93
2024,UrbanGrowth NBFC,44423,108.45,1296,870,39.22,72.74,1999516,626,365187442,68
2024,NextGen Lending,46890,624.01,366,1662,54.44,83.57,472331,612,151945701,72.13
2022,GreenCredit NBFC,25392,1847.85,4088,1316,26.92,60.16,1726241,831,777995533,30.15
2025,NextGen Lending,11043,254.79,3092,1761,23.42,74.42,2845509,1878,470692861,93.16
2024,Indifi Finance,21867,1253.29,1962,860,18.02,58.16,1336322,333,190689965,61.91
2023,UrbanGrowth NBFC,41680,1064.03,3443,1202,26.36,58.04,2818632,663,650609302,82.94
2022,SustainFin Services,5357,388.19,2492,643,48.07,81.94,857312,824,468972772,88
2024,EcoLend Capital,29829,180.73,2551,1368,20.24,67.41,1201554,80,420401449,83.89
2024,SustainFin Services,46794,1054.92,581,1981,20.94,60.23,3491908,693,261745610,39.89
2023,FutureTrust Finance,38958,1496.75,3428,227,20.71,50.07,3009890,1444,699292805,81.81
2024,NextGen Lending,35408,436.76,3923,442,19.65,79.81,1416133,523,684753791,74.72
2024,Indifi Finance,31279,1413.51,366,482,33.12,71.51,1177988,1612,679046988,41.78
2024,EcoLend Capital,34467,1138.13,3251,693,48.1,76,4260491,1451,76409458,71.35
2024,GreenCredit NBFC,42332,779.91,2098,1449,33.38,61.8,3125535,856,20129163,49.76
2023,Bharat MicroFinance,46452,1362.42,3571,268,36.76,55.41,3902453,73,727506423,64.76
2024,GreenCredit NBFC,34591,464.76,1061,1840,37.87,76.22,137490,1875,564764437,72.94
2024,GreenCredit NBFC,8409,968.17,4390,1677,30.42,44.32,830337,1543,19285687,37.83
2024,UrbanGrowth NBFC,16319,1143.68,3740,73,28.57,73,4320328,178,234992497,70.98
2022,GreenCredit NBFC,31696,971.52,4753,629,40.31,88.84,3043960,1450,368319882,42.99
2023,EcoLend Capital,46011,855.25,3787,1517,29.01,80.73,4252278,1181,69976526,82.98
2022,Bharat MicroFinance,29837,1507.74,729,303,19.68,76.61,2170337,1160,693515726,53.92
2022,NextGen Lending,32578,1346.59,3715,1741,49.51,62.05,1837121,1932,65950419,34.94
2023,NextGen Lending,6908,1314.98,2868,1765,38.46,40.81,3430402,617,276762798,83.31
2022,NextGen Lending,37523,1794.42,1095,1989,48.14,89.24,515767,549,104512665,69.77
2022,UrbanGrowth NBFC,8646,1987.65,1861,1392,34.09,86.03,1374447,639,803165466,75.35
2022,FutureTrust Finance,18832,1177.69,519,782,40.74,64.91,785012,1497,11426980,77.36
2023,GreenCredit NBFC,23761,761.71,1836,914,51.78,74.37,4177648,1404,897930399,67.68
2024,NextGen Lending,16586,1579.86,3675,1615,44.95,67.99,4368256,1005,537850566,55.08
2025,GreenCredit NBFC,25720,369.99,891,1524,29.03,74.5,3721574,622,48142944,76.25
2025,Bharat MicroFinance,10404,1074.53,2551,708,28.14,42.69,2848350,457,711953772,93.86
2023,Bharat MicroFinance,27342,1096.57,4135,198,25.9,89.92,4440621,713,136981197,62.01
2025,UrbanGrowth NBFC,6625,1968.59,1468,473,34.04,79.03,2487466,1642,702101731,56.52
2023,GreenCredit NBFC,37007,1982.91,443,1350,51.8,53.29,1107413,302,295188955,78.34
2023,FutureTrust Finance,43186,1618.51,2672,1413,15.71,67.12,1443577,677,585139790,58.9
2025,UrbanGrowth NBFC,30804,998.73,4092,817,45.43,63.67,1160276,612,341576075,86.68
2022,UrbanGrowth NBFC,42154,1139.73,2335,1384,29.1,57.72,1129400,1537,202022439,82.24
2024,Indifi Finance,11354,707.51,2660,1874,47.4,61.93,3275313,1529,50683554,85.86
2025,UrbanGrowth NBFC,39157,1676.71,2798,1495,32.35,68.46,4102907,952,430430529,90.88
2025,GreenCredit NBFC,22871,1518.44,793,1594,43.88,65.57,3081175,1659,139460906,66.83
2025,UrbanGrowth NBFC,14108,1565.71,4305,99,48.51,81.91,1216914,1137,289489659,81.72
2025,GreenCredit NBFC,15333,363.49,2230,656,33.81,45.96,749765,232,58342715,60.68
2023,GreenCredit NBFC,23270,857.4,3536,81,44.29,42.79,3478376,1453,619525870,69.69
2023,NextGen Lending,39984,1120.97,1913,1114,17.74,65.28,3568820,1579,735106555,81.14
2024,UrbanGrowth NBFC,22704,336.85,2194,1992,26.92,63.37,2847225,1319,454733067,31.62
2024,Indifi Finance,21304,800.38,467,1800,27.89,72.27,2869273,1219,593964971,65.97
2025,GreenCredit NBFC,29290,266.12,585,933,34.02,54.51,405568,663,271328748,70.94
2025,NextGen Lending,19433,1921.8,1697,1371,40.87,44.48,2217784,172,304905485,61.29
2025,Indifi Finance,37448,1527.4,3288,1985,33.81,80.22,1891762,811,364710220,50.72
2024,Indifi Finance,37521,1279.42,2282,1990,48.73,62.02,1706493,97,721386271,78.86
2025,UrbanGrowth NBFC,9445,489.23,2957,1008,25.33,46.79,1709135,1014,687403552,93.11
2022,SustainFin Services,42599,734.84,3050,1149,20.39,87.78,710472,283,870478318,58.06
2024,NextGen Lending,15818,374.52,4495,1527,29.83,87.21,2928979,278,525307369,69.4
2022,SustainFin Services,29201,1118.63,4263,959,24.7,48.13,2018254,1209,806075950,57.37
2025,GreenCredit NBFC,11984,1658.98,4585,647,38.74,80.34,3839082,1686,734684171,40.74
2023,EcoLend Capital,46360,136.17,3282,528,37.81,67.01,2028300,761,117535150,37.36
2022,SustainFin Services,5750,296.29,4170,665,44.47,54.92,767047,698,791186012,65.05
2024,NextGen Lending,10594,535.76,3353,992,46.44,59.67,2047964,1980,586239967,71.33
2022,UrbanGrowth NBFC,18730,1456.73,1561,1499,20.68,88.22,4591702,185,628962681,90.83
2024,NextGen Lending,12171,1798.56,3133,717,28.78,56.7,2965735,591,162736789,65.13
2025,UrbanGrowth NBFC,36088,1530.72,378,1014,18.15,50.68,574155,1757,264045142,59.49
2022,SustainFin Services,25069,1097.4,3866,1739,42.19,63.35,1724416,1553,69485359,44.03
2023,EcoLend Capital,34814,299.71,4016,485,47.06,70.74,3542685,204,414299433,33.6
2022,FutureTrust Finance,15210,1534.34,1312,140,53.46,54.23,4811678,819,777737019,59.96
2023,GreenCredit NBFC,47605,300.72,4915,1038,53.28,78.69,1216136,765,406345055,54.62
2024,NextGen Lending,41255,760.61,713,1921,40.27,70.28,3837584,585,119517850,32.55
2025,FutureTrust Finance,14005,685.18,4428,233,44.57,86.4,2921093,1820,155801457,64.98
2025,FutureTrust Finance,35825,782.52,3176,1035,23.35,56.03,3113608,464,109013235,70.48
2023,Indifi Finance,20705,726.11,1891,57,38.32,73.2,275985,1638,79210324,78.68
2024,Indifi Finance,40937,1561.44,4857,1276,28.23,84.3,2281807,379,831575697,59.44
2025,GreenCredit NBFC,38791,426.28,368,1332,19.36,40.22,4714035,1132,614398370,89.52
2024,EcoLend Capital,14701,1707.11,3217,1907,34.62,64.73,3091793,707,333670583,74.26
2023,Indifi Finance,31614,1730.69,3595,1458,31.84,67.72,4414250,797,193323299,94.84
2023,NextGen Lending,19666,1032.76,1016,1074,17.77,65.39,1937284,1144,674007103,84.44
2022,NextGen Lending,10239,301.68,2393,389,53.18,54.58,3197872,1436,232459724,70.69
2025,SustainFin Services,21212,1193.27,3096,859,53.26,44.51,2479419,1543,167594249,56.52
2025,NextGen Lending,23730,1659.77,2656,739,37.35,83.25,1471697,1708,702035467,94.47
2022,GreenCredit NBFC,5855,650,3667,641,52.78,65.5,3637877,1681,494533909,44.76
2023,UrbanGrowth NBFC,14358,1691.72,3062,484,25.33,43.62,913449,66,491931012,63.01
2023,FutureTrust Finance,9038,1386.15,3228,865,46.66,60.52,1171536,506,381711751,58.3
2023,NextGen Lending,47932,1975.77,3867,344,52.97,49.16,976717,1051,381635854,90.16
2023,GreenCredit NBFC,25071,1666.95,2852,887,30.81,55.54,3070220,900,496542795,60.18
2024,UrbanGrowth NBFC,22500,482.85,2314,982,27.1,80.83,433581,1252,198724362,78.43
2025,UrbanGrowth NBFC,49328,953.11,1795,1306,42.78,65.99,1362581,606,530163268,70.85
2025,Indifi Finance,5733,296.67,2088,1621,33.95,51.8,3459818,1434,643575801,69.24
2023,UrbanGrowth NBFC,35495,232.37,3483,1149,30.14,80.52,4826014,622,175295524,32.12
2023,EcoLend Capital,40689,1441.5,1138,635,46.11,49.64,1811485,665,593450798,79.79
2023,UrbanGrowth NBFC,49289,1834.57,2668,1620,24.57,55.87,3713222,1842,11753223,68.34
2025,UrbanGrowth NBFC,17809,1949.79,3754,1064,42.53,41.66,3394907,847,278183246,76.11
2025,FutureTrust Finance,47666,613.89,540,536,30.5,87.85,2732232,1969,825915675,46.35
2023,EcoLend Capital,18686,483.37,2427,1907,25.45,60.92,1250614,1997,630576169,48.69
2024,GreenCredit NBFC,8498,1164.42,1477,426,52.24,48.33,4093610,1871,737849241,86.97
2022,EcoLend Capital,47084,481.63,1219,1616,24.92,65.59,1932073,469,90955000,65.25
2022,EcoLend Capital,9717,662.22,1039,1753,30.47,45.29,2438788,1043,756911921,94.42
2022,GreenCredit NBFC,9854,1690.73,2490,1566,39.84,84.98,1520779,1352,731179408,35.4
2025,FutureTrust Finance,39626,1639.88,2155,128,17.44,43.07,4455343,1450,506481012,70.36
2025,NextGen Lending,48251,1800.64,4433,1456,19.09,71.03,1637806,539,183221408,91.13
2022,Bharat MicroFinance,19358,1016.26,3619,1746,40.16,84.59,3972759,1249,671996527,42.53
2022,UrbanGrowth NBFC,26857,1171.76,325,243,38.65,52.38,3498462,255,460814736,65.04
2024,EcoLend Capital,40281,1564.12,3673,1612,39.11,44.91,1750593,671,503186902,36.23
2025,EcoLend Capital,20584,554.6,4131,1251,38.73,63.2,2106731,1505,596768280,82.65
2025,NextGen Lending,9960,1663.88,4038,393,48.39,69.54,735471,1637,778487953,42.05
2022,GreenCredit NBFC,41283,133.36,457,1676,28.22,54.49,290805,1619,509761226,44.25
2024,SustainFin Services,31576,1615.55,753,1188,22.02,56.26,4567769,721,515585166,62.81
2024,NextGen Lending,31373,1574.23,4902,1168,50.9,71.9,309952,1917,736670621,70
2022,EcoLend Capital,23700,673.38,1945,1016,37.38,88.83,1569423,639,524824643,88.17
2022,Indifi Finance,48540,1483.03,3799,1583,46.56,61.24,4252302,1110,718790911,47.5
2025,UrbanGrowth NBFC,39935,506.59,1201,1099,22.68,62.19,928582,1796,403072862,31.36
2022,UrbanGrowth NBFC,24412,1194.84,4844,302,33.55,83.52,672531,1408,347551996,50.28
2023,NextGen Lending,37224,1431.11,2381,199,19.73,59.49,3324891,1768,737131642,91.9
2024,FutureTrust Finance,30719,1457.93,3677,499,18.96,56.42,2642125,1416,838879520,72.65
2022,NextGen Lending,9231,1967.58,569,449,33.17,63.29,1571832,1974,730695614,59.6
2023,EcoLend Capital,24532,445.81,1062,1354,38.8,42.1,4224067,1973,418066204,45.91
2024,GreenCredit NBFC,12521,1013.52,4020,1985,52.1,85.53,221571,1375,115266445,70.89
2023,Indifi Finance,16349,1772.2,4469,1322,16.95,44.89,572699,1103,583750893,59.44
2023,NextGen Lending,37768,1166.87,1533,392,29.91,85.03,3551458,1821,473567728,39.73
2022,GreenCredit NBFC,46036,1765.14,619,1621,44.59,86.7,1437842,1723,511334252,48.38
2024,NextGen Lending,34632,924.71,496,1343,27.16,84.29,1072264,1643,561217766,58.95
2023,EcoLend Capital,12611,1611.17,4286,857,45.12,44.35,4136875,698,697196671,85.93
2025,Indifi Finance,24012,1753.09,3082,1338,53.02,67.3,4818845,1936,818397970,46.45
2024,FutureTrust Finance,27518,1708.23,990,89,38.54,57.73,2588174,1572,397159202,63.36
2025,FutureTrust Finance,48155,1755.59,516,1424,25.03,48.58,3628344,568,899903110,80
2022,NextGen Lending,6548,517.15,3544,1443,38.81,67.08,3992060,1932,613944600,42.13
2025,Bharat MicroFinance,29761,934.07,2980,1912,27.13,42.08,3278589,1646,557700246,39.61
2024,FutureTrust Finance,18988,431.69,343,427,21.78,55.21,177019,1003,783477169,80.5
2023,Bharat MicroFinance,34193,443.03,1029,606,46.71,66.12,3722932,1956,48200872,66.71
2023,Bharat MicroFinance,19497,1026.87,2874,1074,41.52,89.04,3695642,198,192381204,50.3
2024,SustainFin Services,11045,1924.17,3664,1030,49,65.87,3293740,1264,378344873,37.76
2023,GreenCredit NBFC,24876,1224.63,3006,462,49.88,55.57,4653852,1729,555741012,71.38
2025,EcoLend Capital,31819,1722.31,3849,1721,29.27,67.62,2765384,1475,788297551,42.97
2023,Indifi Finance,29609,1880.65,3594,250,19.5,42.44,3956845,1557,67014380,72.92
2023,NextGen Lending,12839,264.49,1494,747,33.86,80.83,4357488,1251,63185140,33.33
2025,NextGen Lending,31196,407.92,730,1092,29.18,85.09,4393451,286,45563538,87.6
2025,UrbanGrowth NBFC,43457,652.6,725,1888,40.33,41.97,3810316,1983,349443664,48.05
2025,UrbanGrowth NBFC,47760,1271.88,1366,532,48.72,50.34,4700399,623,886951022,64.03
2022,GreenCredit NBFC,43184,217.29,3870,681,39.46,41.77,2629430,1095,897992583,72.77
2025,EcoLend Capital,15275,1594.64,3538,1612,15.43,85.06,4737740,1341,772191655,85.36
2025,SustainFin Services,43151,221.2,2310,1798,39.14,40.91,1987909,609,750876461,37.59
2022,EcoLend Capital,39173,401.02,4490,1948,20.16,41.1,4334347,1414,811317407,86.3
2023,GreenCredit NBFC,19449,825.24,2930,1279,27.67,68.67,1932203,1770,587187537,67.76
2025,EcoLend Capital,33264,1159.67,1864,253,24.61,49.33,696185,775,674211252,91.53
2024,UrbanGrowth NBFC,48612,1774.86,4290,685,35.11,86.25,2086529,749,61550611,87.52
2025,UrbanGrowth NBFC,20960,1931.09,1052,487,46.49,80.64,1145391,552,585732841,80.07
2025,Indifi Finance,9538,1780.82,3296,1683,16.53,50.71,4883685,560,527565663,34.97
2022,SustainFin Services,33709,303.38,4369,106,17.31,62.11,1402665,836,108233664,83.69
2024,UrbanGrowth NBFC,7139,1299.34,4505,1256,53.36,82.13,2062285,1809,617207757,72.81
2023,Indifi Finance,40446,939.26,424,1528,32.58,40.87,1605106,586,872585488,42.69
2023,SustainFin Services,41562,339.01,3836,1334,44.61,63.73,2453761,628,502810287,31.3
2024,UrbanGrowth NBFC,24103,1154.71,618,788,50.04,62.95,3952683,1998,290802125,51.3
2025,SustainFin Services,29432,777.65,608,1034,30.27,86.78,4579646,95,23080797,69.94
2022,Bharat MicroFinance,42370,757,330,143,36.93,57.16,4258887,1139,761395513,58.61
2024,EcoLend Capital,15418,279.45,3194,987,49.62,50.61,1962728,1291,124328185,83.32
2024,Indifi Finance,49983,1959.82,3744,1916,38.98,56.08,1559944,1429,254744250,67.58
2023,SustainFin Services,42218,1479.32,3198,151,22.54,54.68,650258,1108,836652070,36.77
2022,NextGen Lending,35599,632.64,2393,1229,38.95,80.83,4351401,205,692767817,93.1
2024,SustainFin Services,16560,1843.2,3194,1981,53.65,74.22,4065607,753,95770941,72.68
2022,EcoLend Capital,25341,1901.37,1253,222,54.45,61.91,4297712,1947,349217769,38.5
2025,UrbanGrowth NBFC,18846,1639.71,2287,1875,51.34,82.78,2361275,1535,225697840,78.65
2023,UrbanGrowth NBFC,11069,1352.7,3893,656,43.88,69.59,3582502,1031,855104648,36.46
2025,NextGen Lending,13679,815.12,1253,1832,50.28,46.24,4599737,1052,533327515,85.31
2022,GreenCredit NBFC,18293,925.26,1567,1926,31.41,73.97,2468066,1096,408470987,85.1
2025,GreenCredit NBFC,38046,964.52,801,513,28.67,53.18,929039,480,277608106,66.18
2023,UrbanGrowth NBFC,40359,1902.65,3080,265,54.8,74.23,769728,465,712690601,47.79
2022,Bharat MicroFinance,32554,1544.26,1576,263,50.29,65.79,3822375,1910,479615551,53.56
2024,NextGen Lending,38122,654.83,1295,235,19.58,77.58,2429002,1284,812150628,33.25
2025,FutureTrust Finance,23626,1286.82,3663,830,47.4,64.16,4494396,532,233398719,52.23
2023,FutureTrust Finance,42667,1228.41,2194,1338,15.49,84.16,1832083,1502,644630159,77.62
2024,NextGen Lending,44004,1643.04,1497,1822,32.06,58.22,3183917,784,373465811,84.72
2023,SustainFin Services,38325,281.09,1327,1952,18.37,54.89,242668,316,201536697,60.02
2022,UrbanGrowth NBFC,8486,1432.42,3848,1401,29.74,51.1,4243045,1439,345390577,65.42
2022,GreenCredit NBFC,21545,729.22,2641,520,47.41,67.06,2341324,910,482167854,46.19
2025,SustainFin Services,27628,346.3,3308,98,21,54.54,4816358,144,234431687,73.94
2023,Indifi Finance,47933,1490.37,4580,1211,29.07,75.97,2690199,364,14535295,69.19
2023,NextGen Lending,8544,730.13,1909,1178,25.21,52.17,2087413,1531,852129289,60.64
2023,NextGen Lending,25161,1487.24,927,681,20.2,65.74,1765484,293,258290576,33.47
2022,Bharat MicroFinance,39973,408.63,1753,78,53.77,70.99,738643,1514,827715093,58.18
2025,GreenCredit NBFC,23376,1973.26,2838,1378,32.37,64.04,1073091,1627,582924611,70.62
2023,GreenCredit NBFC,24667,1626.48,2151,1764,15.87,42.11,545982,1186,541920780,73.63
2023,GreenCredit NBFC,27400,649.39,2221,228,42.1,56.8,3201736,495,172678324,62.26
2024,NextGen Lending,9919,1507,3506,1596,36,82.15,2872877,1607,883093530,36.56
2023,FutureTrust Finance,38759,358.02,1755,889,47.79,75.27,3794849,800,466547080,59.22
2025,EcoLend Capital,17398,1341.53,3049,1990,29.55,89.42,292593,1474,414672707,89.43
